cristin_result_id,tittel,ar,kategori,kanal,lenke,temaer,forfattere_utdrag,antall_forfattere,ntnu_forskere_i_utvalget,finansiering
1654055,A 3D Reactive Collision Avoidance Algorithm for Underactuated Vehicles,2018,Article in business/trade/industry journal,IEEE Conference on Decision and Control. Proceedings,https://doi.org/10.1109/CDC.2018.8619685,,Martin Syre Wiig; Kristin Ytterstad Pettersen; Thomas Røbekk Krogstad,3,Kristin Ytterstad Pettersen,NFR
1653727,An Integral Line-of-Sight Guidance Law with a Speed-dependent Lookahead Distance,2018,Article in business/trade/industry journal,IFAC-PapersOnLine,https://doi.org/10.23919/ECC.2018.8550243,"Regulering, MPC og estimering",Martin Syre Wiig; Kristin Ytterstad Pettersen; Else-Line Malene Ruud; Thomas Røbekk Krogstad,4,Kristin Ytterstad Pettersen,NFR
1657761,Inverse Kinematic Control of a Free-Floating Underwater Manipulator Using the Generalized Jacobian Matrix,2018,Academic chapter/article/Conference paper,,https://doi.org/10.23919/ECC.2018.8550525,"Marin autonomi og fartøy; Manipulasjon og industrirobotikk; Regulering, MPC og estimering",Morten Fyhn Amundsen; Jørgen Sverdrup-Thygeson; Eleni Kelasidi; Kristin Ytterstad Pettersen,4,Kristin Ytterstad Pettersen; Eleni Kelasidi,NFR
1658165,"Modeling of Articulated Underwater Robots for
Simulation and Control",2018,Academic chapter/article/Conference paper,,https://doi.org/10.1109/AUV.2018.8729806,Marin autonomi og fartøy,Henrik Schmidt-Didlaukies; Asgeir Johan Sørensen; Kristin Ytterstad Pettersen,3,Kristin Ytterstad Pettersen; Henrik Schmidt-Didlaukies; Asgeir Johan Sørensen,
1624012,Semiglobal exponential stability of a counter-current and co-current guidance scheme,2018,Academic article,IFAC-PapersOnLine,https://doi.org/10.1016/j.ifacol.2018.09.515,"Regulering, MPC og estimering",Walter Caharija; Esten Ingar Grøtli; Kristin Ytterstad Pettersen,3,Kristin Ytterstad Pettersen,NFR; NFR
1683500,Trajectory Tracking and Path Following for Underactuated Marine Vehicles,2018,Academic article,IEEE Transactions on Control Systems Technology,https://doi.org/10.1109/TCST.2018.2834518,"Regulering, MPC og estimering",Claudio Paliotta; Erjen Lefeber; Kristin Ytterstad Pettersen; José Pinto; Maria Costa; João Tasso de Figueiredo Borgesde de Sousa,6,Kristin Ytterstad Pettersen,
1625565,A Hybrid Analytics Paradigm Combining Physics-Based Modeling and Data-Driven Modeling to Accelerate Incompressible Flow Solvers,2018,Academic article,Fluids,https://doi.org/10.3390/fluids3030050,Maskinlæring og dyp læring,Sk. Mashfiqur Rahman; Omer San; Adil Rasheed,3,Adil Rasheed,NFR
1653614,"Data-driven deconvolution for large eddy simulations
of Kraichnan turbulence",2018,Academic article,Physics of Fluids,https://doi.org/10.1063/1.5079582,Maskinlæring og dyp læring,Romit Maulik; Omer San; Adil Rasheed; Prakash Vedula,4,Adil Rasheed,
1632289,Discovering Thermoelectric Materials Using Machine Learning: Insights and Challenges,2018,Academic article,Lecture Notes in Computer Science (LNCS),https://doi.org/10.1007/978-3-030-01418-6_39,Maskinlæring og dyp læring,Mandar Tabib; Ole Martin Løvvik; Kjetil Andre Johannessen; Adil Rasheed; Espen Sagvolden; Anne Marthine Rustad,6,Adil Rasheed,NFR; NFR; SIGMA2; NFR
1634695,Subgrid modelling for two-dimensional turbulence using neural networks,2018,Academic article,Journal of Fluid Mechanics,https://doi.org/10.1017/jfm.2018.770,Maskinlæring og dyp læring,Romit Maulik; Omer San; Adil Rasheed; Prakash Vedula,4,Adil Rasheed,NFR
1542859,Deriving Verification Objectives and Scenarios for Maritime Systems Using the Systems-Theoretic Process Analysis,2018,Academic article,Reliability Engineering & System Safety,https://doi.org/10.1016/j.ress.2017.07.015,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko",Børge Rokseth; Ingrid Bouwer Utne; Jan Erik Vinnem,3,Jan Erik Vinnem; Ingrid Bouwer Utne; Børge Rokseth,NFR; NFR
1645157,Consistent kinematics and dynamics calibration of lightweight redundant industrial manipulators,2018,Academic article,The International Journal of Advanced Manufacturing Technology,https://doi.org/10.1007/s00170-018-2868-y,"Manipulasjon og industrirobotikk; Digital tvilling, produksjon og industri 4.0",Sergey Kolyubin; Anton Shiriaev; Anthony Jubien,3,Anton Shiriaev,NFR
1660429,Convolutional Autoencoder aided loop closure detection for monocular SLAM,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1016/j.ifacol.2018.09.486,"Datasyn; Navigasjon, SLAM og sensorfusjon",Marco Leonardi; Annette Stahl,2,Annette Stahl,
1611909,Teaching a robot to grasp real fish by imitation learning from a human supervisor in virtual reality,2018,Academic article,Proceedings of IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/IROS.2018.8593954,Manipulasjon og industrirobotikk; Læringsbasert kontroll og RL; Akvakultur og fiskeri,Jonatan Sjølund Dyrstad; Elling Ruud Øye; Annette Stahl; John Reidar Bartle Mathiassen,4,Annette Stahl,NFR
1602151,Feasibility of the UR5 Industrial Robot for Robotic Rehabilitation of the Upper Limbs After Stroke,2018,Academic article,Proceedings of IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/IROS.2018.8594413,Manipulasjon og industrirobotikk; Medisinsk AI og robotikk,Erik Kyrkjebø; Mads Johan Laastad; Øyvind Stavdahl,3,Øyvind Stavdahl,SOGNFJORDCOUNTY; VF; SPAREBANKSOGNFJORD; NFR; HSF
1599869,SnakeSIM: a ROS-based control and simulation framework for perception-driven obstacle-aided locomotion of snake robots,2018,Academic article,Artificial Life and Robotics,https://doi.org/10.1007/s10015-018-0458-6,,Filippo Sanfilippo; Øyvind Stavdahl; Pål Liljebäck,3,Øyvind Stavdahl,NFR
1636203,Virtual Synchronous Machine Control of VSC HVDC for Power System Oscillation Damping,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1109/IECON.2018.8591097,"Regulering, MPC og estimering; Energi, prosess og kraft",Javier Roldan-Pérez; Jon Are Wold Suul; Salvatore D'Arco; Alberto Rodriguez-Cabero; Milan Prodanovic,5,Jon Are Wold Suul,NFR
1570950,"Classification in hyperspectral images by independent component analysis, segmented cross-validation and uncertainty estimates",2018,Academic article,Journal of Spectral Imaging,https://doi.org/10.1255/jsi.2018.a4,Datasyn,Beatriz Galindo-Prieto; Frank Ove Westad,2,Frank Westad,
1539955,Adaptive control of linear 2 x 2 hyperbolic systems,2018,Academic article,Automatica,https://doi.org/10.1016/j.automatica.2017.09.020,"Regulering, MPC og estimering",Henrik Anfinsen; Ole Morten Aamo,2,Ole Morten Aamo,
1653113,Control of a Time-Variant 1–D Linear Hyperbolic PDE using Infinite-Dimensional Backstepping,2018,Academic article,Mediterranean Conference on Control and Automation (MED),https://doi.org/10.1109/MED.2018.8442466,"Regulering, MPC og estimering; Digital tvilling, produksjon og industri 4.0",Henrik Anfinsen; Ole Morten Aamo,2,Ole Morten Aamo,
1630444,Limitations of Topside Actuation for Rejecting Heave-induced Pressure Oscillations in Offshore Drilling,2018,Academic article,IFAC-PapersOnLine,https://doi.org/10.1016/j.ifacol.2018.06.352,"Marin autonomi og fartøy; Energi, prosess og kraft",Timm Strecker; Ole Morten Aamo,2,Ole Morten Aamo,
1539971,Model Reference Adaptive Control of 2 x 2 Coupled Linear Hyperbolic PDEs,2018,Academic article,IEEE Transactions on Automatic Control,https://doi.org/10.1109/TAC.2017.2767378,"Regulering, MPC og estimering",Henrik Anfinsen; Ole Morten Aamo,2,Ole Morten Aamo,
1663266,Capacity Estimation in Multiple-Access Synaptic Channels,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1145/3233188.3233195,"Regulering, MPC og estimering",Mladen Veletic; Ilangko Balasingham,2,Ilangko Sellappah Balasingham,
1601591,Design of a Multiband Global Navigation Satellite System Radio Frequency Interference Monitoring Front-End with Synchronized Secondary Sensors,2018,Academic article,Sensors,https://doi.org/10.3390/s18082594,"Navigasjon, SLAM og sensorfusjon; Bilkjøretøy og landrobotikk",Aiden J Morrison; Nadezda Sokolova; James Curran,3,Aiden James Morrison,
1680532,Statistical Modelling for Estimation of OD Matrices for Public Transport Using Wi-Fi and APC Data,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1109/ITSC.2018.8570009,"Regulering, MPC og estimering",Jan Erik Håkegård; Tor Andre Myrvoll; Tor Rune Skoglund,3,Tor Andre Myrvoll,NFR
1650127,CubeDMA-Optimizing Three-Dimensional DMA transfers for Hyperspectral Imaging Applications,2018,Academic article,Microprocessors and Microsystems: Embedded Hardware Design (MICPRO),https://doi.org/10.1016/j.micpro.2018.12.009,Datasyn,Johan Austlid Fjeldtvedt; Milica Orlandic,2,Milica Orlandic,
1651519,Can hyperspectral imaging be used to map corrosion products on outdoor bronze sculptures?,2018,Academic article,Journal of Spectral Imaging,https://doi.org/10.1255/jsi.2018.a10,Datasyn,Emilio Catelli; Lise Lyngsnes Randeberg; Helena Strandberg; Bjørn Kåre Alsberg; Assimo Maris; Lily Vikki,6,Lise Lyngsnes Randeberg,
1635639,A preliminary approach to subsea risk management using sensor network information,2018,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/3278490,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko",Marta Bucelli; Ingrid Bouwer Utne; Nicola Paltrinieri; Pierluigi Salvo Rossi; Valerio Cozzani,5,Pierluigi Salvo Rossi; Ingrid Bouwer Utne; Nicola Paltrinieri,
1632077,Subjective evaluation of a noise-reduced training target for deep neural network-based speech enhancement,2018,Academic article,"IEEE/ACM Transactions on Audio, Speech, and Language Processing (TASLP)",https://doi.org/10.1109/TASLP.2018.2882738,Maskinlæring og dyp læring,Femke B. Gelderblom; Tron Vedul Tronstad; Erlend Magnus Viggen,3,Erlend Magnus Viggen; Tron Vedul Tronstad,NFR
1600241,Decentralized PMU-Assisted Power System State Estimation With Reduced Interarea Communication,2018,Academic article,IEEE Journal on Selected Topics in Signal Processing,https://doi.org/10.1109/JSTSP.2018.2849219,"Regulering, MPC og estimering; Energi, prosess og kraft",Neelabh Kashyap; Stefan Werner; Yih-Fang Huang,3,Stefan Werner,NFR
1680774,"Distributed Kalman filtering: Consensus, diffusion, and
mixed",2018,Academic chapter/article/Conference paper,,https://doi.org/10.1109/CCTA.2018.8511492,"Regulering, MPC og estimering",Sayed Pouria Talebi; Stefan Werner,2,Stefan Werner,NFR
1679249,Kalman Filtering and Clustering in Sensor Networks,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1109/ICASSP.2018.8462039,"Regulering, MPC og estimering",Sayed Pouria Talebi; Stefan Werner; Visa Koivunen,3,Stefan Werner,
1684912,Privacy-preserving distributed precoder design for decentralized estimation,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1109/GlobalSIP.2018.8646374,"Regulering, MPC og estimering",Naveen Kumar Dasanadoddi Venkategowda; Stefan Werner,2,Stefan Werner,NFR
1702462,Cluster-based anomaly detection in condition monitoring of a marine engine system,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1109/PHM-Chongqing.2018.00011,Maskinlæring og dyp læring,Erik Vanem; Andreas Brandsæter,2,Andreas Brandsæter,NFR
1629772,Towards a framework for assurance of autonomous navigation systems in the maritime industry,2018,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/4718736,"Marin autonomi og fartøy; Navigasjon, SLAM og sensorfusjon; Sikkerhet, verifisering og risiko",Andreas Brandsæter; Knut Erik Knutsen,2,Andreas Brandsæter,
1617805,"A Flipped Classroom Approach
for Teaching a Master’s Course
on Artificial Intelligence",2018,Academic article,Communications in Computer and Information Science (CCIS),https://doi.org/10.1007/978-3-319-94640-5_13,Maskinlæring og dyp læring,Robin Trulssen Bye,1,Robin Trulssen Bye,HK-DIR; DIKU; NOKUT
1636541,CommonLang: a DSL for defining robot tasks,2018,Academic article,CEUR Workshop Proceedings,https://hdl.handle.net/11250/2580285,,Adrian Rutle; Jonas Zacharias Dørum Backer; Kolbein Toreson Foldøy; Robin Trulssen Bye,4,Robin Trulssen Bye,
1611146,A Curvature-Based Descriptor for Point Cloud Alignment Using Conformal Geometric Algebra,2018,Academic article,Advances in Applied Clifford Algebras,https://doi.org/10.1007/s00006-018-0864-9,Datasyn,Adam Leon Kleppe; Olav Egeland,2,Olav Egeland; Adam Leon Kleppe,
1561629,Data-Driven Maritime Processes Management Using Executable Models,2018,Academic article,Lecture Notes in Computer Science (LNCS),https://doi.org/10.1007/978-3-319-74727-9_16,Marin autonomi og fartøy; Maskinlæring og dyp læring,Tomáš Richta; Hao Wang; Ottar Osen; Arne Styve; Vladimír Janoušek,5,Ottar Laurits Osen; Arne Gerhard Styve,
1639527,Model-based Development and Spatiotemporal Behavior of Cyber-Physical Systems,2018,Academic chapter/article/Conference paper,,https://doi.org/10.4018/978-1-5225-7268-8.ch004,"Digital tvilling, produksjon og industri 4.0",Peter Herrmann; Jan Olaf Blech; Fenglin Han; Heinz Schmidt,4,Peter Micael Herrmann,
1657886,SENATUS: An Approach to Joint Traffic Anomaly Detection and Root Cause Analysis,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1109/csnet.2018.8602689,Maskinlæring og dyp læring,Atef Abdelkefi; Yuming Jiang; Sachin Sharma,3,Yuming Jiang,
1620870,An Attack on an Integrated Navigation System,2018,Academic article,Necesse,https://doi.org/10.21339/2464-353x.3.2.149,"Navigasjon, SLAM og sensorfusjon",Mass Soldal Lund; Odd Sveinung Hareide; Øyvind Jøsok,3,Odd Sveinung Hareide; Øyvind Jøsok,
1579731,Enhancing Navigator Competence by Demonstrating Maritime Cyber Security,2018,Academic article,Journal of navigation,https://doi.org/10.1017/S0373463318000164,"Marin autonomi og fartøy; Navigasjon, SLAM og sensorfusjon",Odd Sveinung Hareide; Øyvind Jøsok; Mass Soldal Lund; Runar Ostnes; Kirsi Marjaana Helkala,5,Runar Ostnes; Odd Sveinung Hareide; Øyvind Jøsok,
1601782,Integrity of Integrated Navigation Systems,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1109/CNS.2018.8433151,"Navigasjon, SLAM og sensorfusjon",Mass Soldal Lund; Jørgen Emil Gulland; Odd Sveinung Hareide; Øyvind Jøsok; Karl Olav Carlsson Weum,5,Odd Sveinung Hareide; Øyvind Jøsok,
1604251,Machine Learning Aided Static Malware Analysis: A Survey and Tutorial,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1007/978-3-319-73951-9_2,Maskinlæring og dyp læring,Andrii Shalaginov; Sergii Banin; Ali Dehghantanha; Katrin Franke,4,Andrii Shalaginov,NFR
1679510,Error propagation after reordering attacks on hierarchical state estimation,2018,Academic article,IFIP Advances in Information and Communication Technology,https://doi.org/10.1007/978-3-030-04537-1_4,"Regulering, MPC og estimering",Ammara Gul; Stephen Wolthusen,2,Stephen Dirk Bjørn Wolthusen,
1543850,Data assimilation for a geological process model using the ensemble Kalman filter,2018,Academic article,Basin Research,https://doi.org/10.1111/bre.12273,"Regulering, MPC og estimering",Jacob Skauvold; Jo Eidsvik,2,Jo Eidsvik,NFR
1616030,Convolutions for localization operators,2018,Academic article,Journal des Mathématiques Pures et Appliquées,https://doi.org/10.1016/j.matpur.2017.12.004,"Navigasjon, SLAM og sensorfusjon; Menneske–robot-interaksjon",Franz Luef; Eirik Skrettingland,2,Franz Luef,
1635691,Estimation of fuel consumption using discrete-event simulation - a validation study,2018,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/2586156,"Regulering, MPC og estimering",Endre Sandvik; Bjørn Egil Asbjørnslett; Sverre Steen; Trond Andreas Vikan Johnsen,4,Sverre Steen; Bjørn Egil Asbjørnslett,NFR
1594595,Critical assessment of non-linear hydrodynamic load models for a fully flexible monopile offshore wind turbine,2018,Academic article,Ocean Engineering,https://doi.org/10.1016/j.oceaneng.2018.06.027,"Marin autonomi og fartøy; Energi, prosess og kraft",Loup Suja; Jørgen R Krokstad; Erin Elizabeth Bachynski,3,Erin Elizabeth Bachynski-Polic,
1595284,Fixed and Floating Offshore Wind Turbine Support Structures,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1002/9781119097808.ch4,"Marin autonomi og fartøy; Energi, prosess og kraft",Erin Elizabeth Bachynski,1,Erin Elizabeth Bachynski-Polic,
1630191,Site-specific controller design for monopile offshore wind turbines,2018,Academic article,Marine Structures,https://doi.org/10.1016/j.marstruc.2018.03.002,"Marin autonomi og fartøy; Regulering, MPC og estimering; Energi, prosess og kraft",Emil Smilden; Erin Elizabeth Bachynski; Asgeir Johan Sørensen; Jørgen Amdahl,4,Erin Elizabeth Bachynski-Polic; Asgeir Johan Sørensen,NFR
1628064,Verification of Numerical Offshore Wind Turbine Models Based on Full Scale Alpha Ventus Data within OC5 Phase III,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1115/OMAE2018-77589,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko; Energi, prosess og kraft",Wojciech Popko; Matthias L. Huhn; Amy N. Robertson; Jason M. Jonkman; Fabian Wendt; Kolja Müller,32,Erin Elizabeth Bachynski-Polic,NFR
1568548,Improving early OSV design robustness by applying ‘Multivariate Big Data Analytics’ on a ship's life cycle,2018,Academic article,Journal of Industrial Information Integration,https://doi.org/10.1016/j.jii.2018.02.002,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko",Niki Sadat Abbasian; Afshin Salajegheh; Henrique Murilo Gaspar; Per Olaf Brett,4,Henrique Murilo Gaspar; Per Olaf Brett,NFR; NFR
1622023,Model Predictive Control of Marine Vessel Power System by Use of Structure Preserving Model,2018,Academic article,IFAC-PapersOnLine,https://doi.org/10.1016/j.ifacol.2018.09.501,"Marin autonomi og fartøy; Regulering, MPC og estimering; Energi, prosess og kraft",Andreas Reason Dahl; Laxminarayan Thorat; Roger Skjetne,3,Roger Skjetne; Andreas Reason Dahl,NFR; NFR
1561451,Use of an autonomous surface vehicle reveals small-scale diel vertical migrations of zooplankton and susceptibility to light pollution under low solar irradiance,2018,Academic article,Science Advances,https://doi.org/10.1126/sciadv.aap9887,"Marin autonomi og fartøy; Energi, prosess og kraft",Martin Ludvigsen; Jørgen Berge; Maxime Geoffroy; Jonathan H. Cohen; Pedro R. De La Torre; Stein Melvær Nornes,10,Martin Ludvigsen; Asgeir Johan Sørensen; Pedro Roberto De La Torre Olazabal,NFR; NFR; NFR; NFR
1646477,Towards an online risk model for dynamic positioning operations,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1201/9781351174664-342,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko",Yining Dong; Jan Erik Vinnem; Ingrid Bouwer Utne,3,Jan Erik Vinnem; Ingrid Bouwer Utne; Yining Dong,
1591514,Numerical and experimental investigations on mooring loads of a marine fish farm in waves and current,2018,Academic article,Journal of Fluids and Structures,https://doi.org/10.1016/j.jfluidstructs.2018.02.004,Marin autonomi og fartøy; Akvakultur og fiskeri,Yugao Shen; Marilena Greco; Odd Magnus Faltinsen; Ivar Nygaard,4,Marilena Greco; Odd Magnus Faltinsen,NFR; NFR
1515038,"The influence of fish on the mooring loads of a floating net
cage",2018,Academic article,Journal of Fluids and Structures,https://doi.org/10.1016/j.jfluidstructs.2017.10.016,Marin autonomi og fartøy; Akvakultur og fiskeri,Zhao He; Odd Magnus Faltinsen; Arne Fredheim; Trygve Kristiansen,4,Odd Magnus Faltinsen,NFR; NFR
1501908,"Wave-Induced Accelerations
of a Fish-Farm Elastic
Floater: Experimental
and Numerical Studies",2018,Academic article,Journal of Offshore Mechanics and Arctic Engineering,https://doi.org/10.1115/1.4037488,Marin autonomi og fartøy; Akvakultur og fiskeri,Peng Li; Odd Magnus Faltinsen; Marilena Greco,3,Marilena Greco; Odd Magnus Faltinsen,NFR
1614135,Numerical Study of a Fishing Vessel Operating in Partially Ice Covered Waters,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1115/OMAE2018-77464,Marin autonomi og fartøy; Akvakultur og fiskeri,Karl Gunnar Aarsæther; Biao Su; David Kristiansen,3,David Kristiansen,FRAM
1615135,Numerical and Experimental Study on the Seakeeping Behavior of Floating Closed Rigid Fish Cages,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1115/OMAE2018-77254,Marin autonomi og fartøy; Akvakultur og fiskeri,David Kristiansen; Pål Furset Lader; Per Christian Endresen; Vegard Øgård Aksnes,4,David Kristiansen; Pål Furset Lader,NFR
1596024,Effects of soil profile variation and scour on structural response of an offshore monopile wind turbine,2018,Academic article,Journal of Offshore Mechanics and Arctic Engineering,https://doi.org/10.1115/1.4039297,"Marin autonomi og fartøy; Energi, prosess og kraft",Hui Li; Muk Chen Ong; Bernt Johan Leira; Dag Myrhaug,4,Bernt Johan Leira; Dag Myrhaug,
1502004,Long-term extreme response and reliability of a vessel rolling in random beam seas,2018,Academic article,Journal of Offshore Mechanics and Arctic Engineering,https://doi.org/10.1115/1.4037789,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko",Wei Chai; Arvid Næss; Bernt Johan Leira,3,Bernt Johan Leira,
1518730,Probabilistic methods for estimation of the extreme value statistics of ship ice loads,2018,Academic article,Cold Regions Science and Technology,https://doi.org/10.1016/j.coldregions.2017.11.012,"Marin autonomi og fartøy; Regulering, MPC og estimering",Wei Chai; Bernt Johan Leira; Arvid Næss,3,Bernt Johan Leira,NFR
1641787,Autonomous Optical Survey Based on Unsupervised Segmentation of Acoustic Backscatter,2018,Article in business/trade/industry journal,OCEANS,https://doi.org/10.1109/OCEANSKOBE.2018.8559211,,Øystein Sture; Trygve Olav Fossum; Martin Ludvigsen; Martin Syre Wiig,4,Martin Ludvigsen,NFR
1655758,Field Report: Exploring Fronts with Multiple Robots,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1109/AUV.2018.8729780,,Maria Costa; José Pinto; Paulo Sousa Dias; Joao Pereira; Keila Lima; Manuel Ribeiro,19,Martin Ludvigsen,
1568121,First hyperspectral imaging survey of the deep seafloor: High-resolution mapping of manganese nodules,2018,Academic article,Remote Sensing of Environment,https://doi.org/10.1016/j.rse.2018.02.024,"Datasyn; Navigasjon, SLAM og sensorfusjon",Ines Dumke; Stein Melvær Nornes; Autun Purser; Yann Marcon; Martin Ludvigsen; Steinar Løve Ellefmo,8,Martin Ludvigsen,NFR; NFR; EC/FP7
1649010,"Underwater Hyperspectral Imaging Using a Stationary Platform in the Trans-Atlantic
Geotraverse Hydrothermal Field",2018,Academic article,IEEE Transactions on Geoscience and Remote Sensing,https://doi.org/10.1109/TGRS.2018.2878923,Marin autonomi og fartøy; Datasyn,Ines Dumke; Martin Ludvigsen; Steinar Løve Ellefmo; Fredrik Søreide; Geir Johnsen; Bramley J. Murton,6,Martin Ludvigsen,NFR
1604641,Underwater hyperspectral imaging as an in situ taxonomic tool for deep-sea megafauna,2018,Academic article,Scientific Reports,https://doi.org/10.1038/s41598-018-31261-4,Marin autonomi og fartøy; Datasyn,Ines Dumke; Autun Purser; Yann Marcon; Stein Melvær Nornes; Geir Johnsen; Martin Ludvigsen,7,Martin Ludvigsen,NFR; NFR; OTHER; EC/FP7
1601828,Underwater hyperspectral imaging: a new tool for marine archaeology,2018,Academic article,Applied Optics,https://doi.org/10.1364/AO.57.003214,Marin autonomi og fartøy; Datasyn,Øyvind Ødegård; Aksel Alstad Mogstad; Geir Johnsen; Asgeir Johan Sørensen; Martin Ludvigsen,5,Martin Ludvigsen; Asgeir Johan Sørensen,NFR
1656309,A COMPARATIVE FATIGUE RELIABILITY STUDY FOR KEY STRUCTURAL COMPONENTS OF OFFSHORE WIND TURBINES,2018,Academic chapter/article/Conference paper,,https://doi.org/10.3850/978-981-11-2726-7_cos02,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko; Energi, prosess og kraft",Wenbin Dong; Qinyuan Li; Zhen Gao; Torgeir Moan,4,Torgeir Moan,NFR
1772545,A Systematic Design Approach of Gripper’s Hydraulic System Utilized in Offshore Wind Turbine Monopile Installation,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1115/OMAE2018-77228,"Marin autonomi og fartøy; Manipulasjon og industrirobotikk; Energi, prosess og kraft",Amir R. Nejad; Torgeir Moan,2,Torgeir Moan,
1614058,A Systematic Design Approach of Gripper’s Hydraulic System Utilized in Offshore Wind Turbine Monopile Installation,2018,Academic chapter/article/Conference paper,,https://doi.org/10.1115/OMAE2018-77228,"Marin autonomi og fartøy; Manipulasjon og industrirobotikk; Energi, prosess og kraft",Amir Rasekhi Nejad; Lin Li; Wilson Ivan Guachamin Acero; Torgeir Moan,4,Torgeir Moan; Amir Rasekhi Nejad,
1626467,Comparative analysis of numerically simulated and experimentally measured motions and sectional forces and moments in a floating wind turbine hull structure subjected to combined wind and wave loads,2018,Academic article,Engineering structures,https://doi.org/10.1016/j.engstruct.2018.08.021,"Marin autonomi og fartøy; Energi, prosess og kraft",Chenyu Luan; Zhen Gao; Torgeir Moan,3,Torgeir Moan,NFR
1660684,Effect of hydrodynamic load modelling on the response of floating wind turbines and its mooring system in small water depths,2018,Academic article,Journal of Physics: Conference Series (JPCS),https://doi.org/10.1088/1742-6596/1104/1/012006,"Marin autonomi og fartøy; Energi, prosess og kraft",Kun Xu; Zhen Gao; Torgeir Moan,3,Torgeir Moan,
1655921,"Limit States and Systems Effects of Offshore Structures
with Emphasis on Design for Robustness",2018,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/4702387,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko",Torgeir Moan,1,Torgeir Moan,
1626466,"Model-based Fault Detection, Fault Isolation and Fault-tolerant Control of a Blade Pitch System in Floating Wind Turbines",2018,Academic article,Renewable Energy,https://doi.org/10.1016/j.renene.2017.12.102,"Regulering, MPC og estimering; Sikkerhet, verifisering og risiko; Energi, prosess og kraft",Seongpil Cho; Zhen Gao; Torgeir Moan,3,Torgeir Moan,NFR
1626457,Numerical Modelling and Analysis of the Dynamic Motion Response of an Offshore Wind Turbine Blade during Installation by a Jack-Up Crane Vessel,2018,Academic article,Ocean Engineering,https://doi.org/10.1016/j.oceaneng.2018.07.049,"Marin autonomi og fartøy; Energi, prosess og kraft",Yuna Zhao; Zhengshun Cheng; Peter Christian Sandvik; Zhen Gao; Torgeir Moan; Eric van Buren,6,Torgeir Moan,NFR; NFR
1579687,On the Joint Distribution of Excursion Duration and Amplitude of a Narrow-Band Gaussian Process,2018,Academic article,IEEE Access,https://doi.org/10.1109/ACCESS.2018.2816600,Maskinlæring og dyp læring,Mahdi Ghane; Zhen Gao; Mogens Blanke; Torgeir Moan,4,Torgeir Moan,NFR
1446146,Random wave-driven seabed shear stress estimation in shallow water based on long-term variation of deep water wave conditions,2018,Academic article,Journal of Engineering for the Maritime Environment (Part M),https://doi.org/10.1177/1475090217696198,"Marin autonomi og fartøy; Regulering, MPC og estimering",Dag Myrhaug,1,Dag Myrhaug,
1575372,Some aspects of sea-air CO2 flux estimation from long-term mean wind speed statistics,2018,Academic article,Journal of Marine Environmental Engineering,https://hdl.handle.net/11250/2560175,"Regulering, MPC og estimering",Dag Myrhaug,1,Dag Myrhaug,
1582774,Wave runup and wave rundown estimation based on long-term variation of wind statistics,2018,Academic article,Proceedings of the Institution of Civil Engineers : Maritime Engineering,https://doi.org/10.1680/jmaen.2017.12,"Marin autonomi og fartøy; Regulering, MPC og estimering",Dag Myrhaug; Tonje Sunde,2,Dag Myrhaug,
1631551,Data-Driven Vessel Operational Profile Based on T-SNE and Hierarchical Clustering,2018,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/4138540,Marin autonomi og fartøy; Maskinlæring og dyp læring,Anna Swider; Yi Wang; Eilif Pedersen,3,Eilif Pedersen,NFR
